repo https://github.com/CBIIT/cds-model
commit 9a73b3e
node	property	value_or_TYPE
MultiplexMicroscopy	excitation_bandwidth	8
MultiplexMicroscopy	excitation_bandwidth	9
MultiplexMicroscopy	excitation_wavelength	0
MultiplexMicroscopy	excitation_wavelength	1
MultiplexMicroscopy	excitation_wavelength	10
MultiplexMicroscopy	excitation_wavelength	2
MultiplexMicroscopy	excitation_wavelength	3
MultiplexMicroscopy	excitation_wavelength	4
MultiplexMicroscopy	excitation_wavelength	5
MultiplexMicroscopy	excitation_wavelength	6
MultiplexMicroscopy	excitation_wavelength	7
MultiplexMicroscopy	excitation_wavelength	8
MultiplexMicroscopy	excitation_wavelength	9
MultiplexMicroscopy	fluorophore	STRING
MultiplexMicroscopy	imaging_assay_type	CODEX
MultiplexMicroscopy	imaging_assay_type	CyCIF
MultiplexMicroscopy	imaging_assay_type	ExSeq
MultiplexMicroscopy	imaging_assay_type	GeoMX-DSP
MultiplexMicroscopy	imaging_assay_type	H&E
MultiplexMicroscopy	imaging_assay_type	IHC
MultiplexMicroscopy	imaging_assay_type	IMC
MultiplexMicroscopy	imaging_assay_type	MERFISH
MultiplexMicroscopy	imaging_assay_type	MIBI
MultiplexMicroscopy	imaging_assay_type	MxIF
MultiplexMicroscopy	imaging_assay_type	Not Applicable
MultiplexMicroscopy	imaging_assay_type	SABER
MultiplexMicroscopy	imaging_assay_type	mIHC
MultiplexMicroscopy	imaging_assay_type	t-CyCIF
MultiplexMicroscopy	immersion	Air
MultiplexMicroscopy	immersion	Glycerol
MultiplexMicroscopy	immersion	Multi
MultiplexMicroscopy	immersion	Oil
MultiplexMicroscopy	immersion	Other
MultiplexMicroscopy	immersion	Water
MultiplexMicroscopy	lens_numerical_aperture	STRING
MultiplexMicroscopy	lot	STRING
MultiplexMicroscopy	metal_isotope_element_abbreviation	STRING
MultiplexMicroscopy	metal_isotope_element_mass	STRING
MultiplexMicroscopy	nominal_magnification	STRING
MultiplexMicroscopy	objective	STRING
MultiplexMicroscopy	oligo_barcode_lower_strand	STRING
MultiplexMicroscopy	oligo_barcode_upper_strand	STRING
MultiplexMicroscopy	physical_size_x	STRING
MultiplexMicroscopy	physical_size_y	STRING
MultiplexMicroscopy	physical_size_z	STRING
MultiplexMicroscopy	pyramid	False
MultiplexMicroscopy	pyramid	True
MultiplexMicroscopy	rrid_identifier	STRING
MultiplexMicroscopy	size_c	STRING
MultiplexMicroscopy	size_t	STRING
MultiplexMicroscopy	size_x	STRING
MultiplexMicroscopy	size_y	STRING
MultiplexMicroscopy	size_z	STRING
MultiplexMicroscopy	staining_method	CODEX
MultiplexMicroscopy	staining_method	CyCIF
MultiplexMicroscopy	staining_method	ExSeq
MultiplexMicroscopy	staining_method	GeoMX-DSP
MultiplexMicroscopy	staining_method	H&E
MultiplexMicroscopy	staining_method	IHC
MultiplexMicroscopy	staining_method	IMC
MultiplexMicroscopy	staining_method	MERFISH
MultiplexMicroscopy	staining_method	MIBI
MultiplexMicroscopy	staining_method	MxIF
MultiplexMicroscopy	staining_method	Not Applicable
MultiplexMicroscopy	staining_method	SABER
MultiplexMicroscopy	staining_method	mIHC
MultiplexMicroscopy	staining_method	t-CyCIF
MultiplexMicroscopy	sub_cycle_number	STRING
MultiplexMicroscopy	target_name	STRING
MultiplexMicroscopy	tissue_fixative	95% Ethanol
MultiplexMicroscopy	tissue_fixative	Acetone
MultiplexMicroscopy	tissue_fixative	Alcohol
MultiplexMicroscopy	tissue_fixative	Carbodiimide
MultiplexMicroscopy	tissue_fixative	Carnoy's Solution
MultiplexMicroscopy	tissue_fixative	CryoStor
MultiplexMicroscopy	tissue_fixative	Diimidoester
MultiplexMicroscopy	tissue_fixative	Dimethylacetamide
MultiplexMicroscopy	tissue_fixative	Formalin
MultiplexMicroscopy	tissue_fixative	Glutaraldehyde
MultiplexMicroscopy	tissue_fixative	Methacarn
MultiplexMicroscopy	tissue_fixative	NP40 Lysis Buffer
MultiplexMicroscopy	tissue_fixative	None
MultiplexMicroscopy	tissue_fixative	Not applicable
MultiplexMicroscopy	tissue_fixative	Not recorded
MultiplexMicroscopy	tissue_fixative	OCT media
MultiplexMicroscopy	tissue_fixative	Other
MultiplexMicroscopy	tissue_fixative	PAXgene Tissue
MultiplexMicroscopy	tissue_fixative	Para-benzoquinone
MultiplexMicroscopy	tissue_fixative	Poloxamer
MultiplexMicroscopy	tissue_fixative	RNAlater
MultiplexMicroscopy	tissue_fixative	Saline
MultiplexMicroscopy	tissue_fixative	TCL Lysis Buffer
MultiplexMicroscopy	tissue_fixative	Unknown
MultiplexMicroscopy	tumor_tissue_type	Additional Primary
MultiplexMicroscopy	tumor_tissue_type	Atypia or hyperplasia
MultiplexMicroscopy	tumor_tissue_type	Local recurrence
MultiplexMicroscopy	tumor_tissue_type	Metastatic
MultiplexMicroscopy	tumor_tissue_type	NOS
MultiplexMicroscopy	tumor_tissue_type	Normal
MultiplexMicroscopy	tumor_tissue_type	Normal adjacent
MultiplexMicroscopy	tumor_tissue_type	Normal distant
MultiplexMicroscopy	tumor_tissue_type	Not applicable
MultiplexMicroscopy	tumor_tissue_type	Not reported
MultiplexMicroscopy	tumor_tissue_type	Premalignant
MultiplexMicroscopy	tumor_tissue_type	Premalignant - in situ
MultiplexMicroscopy	tumor_tissue_type	Primary
MultiplexMicroscopy	tumor_tissue_type	Recurrent
MultiplexMicroscopy	tumor_tissue_type	Tissue
MultiplexMicroscopy	tumor_tissue_type	Tumor post-adjuvant therapy
MultiplexMicroscopy	tumor_tissue_type	Tumor post-neoadjuvant therapy
MultiplexMicroscopy	tumor_tissue_type	Tumor post-therapy
MultiplexMicroscopy	tumor_tissue_type	Tumor specimen from de novo untreated malignancy of the bladder
MultiplexMicroscopy	tumor_tissue_type	Unknown
MultiplexMicroscopy	tumor_tissue_type	Xenograft
MultiplexMicroscopy	working_distance	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_ctdiPhantomTypeCode	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_ctdiVol	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_exposureModulationType_Code	ANGULAR
NonDICOMCTimages	CTAquisitionProtocolElement_exposureModulationType_Code	ECG-BASED
NonDICOMCTimages	CTAquisitionProtocolElement_exposureModulationType_Code	LONGITUDINAL
NonDICOMCTimages	CTAquisitionProtocolElement_exposureModulationType_Code	NONE
NonDICOMCTimages	CTAquisitionProtocolElement_exposureModulationType_Code	ORGAN-BASED
NonDICOMCTimages	CTAquisitionProtocolElement_gantryDetectorTilt	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_kVp	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_singleCollimationWidth	STRING
NonDICOMCTimages	CTAquisitionProtocolElement_spiralPitchFactor	e.g., 2:1
NonDICOMCTimages	CTAquisitionProtocolElement_totalCollimationWidth	STRING
NonDICOMCTimages	CTImageReconstructionProtocolElement_convolutionKernel	STRING
NonDICOMCTimages	CTImageReconstructionProtocolElement_convolutionKernelGroupCode	STRING
NonDICOMCTimages	NonDICOMCTimages_id	STRING
NonDICOMCTimages	crdc_id	STRING
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	DIFFUSION
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	FLOW_ENCODED_Flow Encoded contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	FLUID_ATTENUATED_Fluid Attenuated T2 weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	PERFUSION_Perfusion weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	PROTON_DENSITY_Proton Density weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	STIR_Short Tau Inversion Recovery
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	T1_T1 weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	T2_STAR_T2* weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	T2_T2 weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	TAGGING_Superposition of thin saturation bands onto image
NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	TOF_Time Of Flight weighted contrast
NonDICOMMRimages	MRImageAcquisitionProtocolElement_arterialSpinLabelingContrastCode	STRING
NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionBValue	STRING
NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	BMATRIX
NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	DIRECTIONAL
NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	ISOTROPIC
NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	NONE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPlanarPulseSequenceIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPlanarPulseSequenceIndicator	Yes
NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPulseSequenceCategoryCode	BOTH
NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPulseSequenceCategoryCode	GRADIENT
NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPulseSequenceCategoryCode	SPIN
NonDICOMMRimages	MRImageAcquisitionProtocolElement_inversionRecoveryIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_inversionRecoveryIndicator	Yes
NonDICOMMRimages	MRImageAcquisitionProtocolElement_magneticFieldStrength	STRING
NonDICOMMRimages	MRImageAcquisitionProtocolElement_multipleSpinEchoIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_multipleSpinEchoIndicator	Yes
NonDICOMMRimages	MRImageAcquisitionProtocolElement_phaseContrastIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_phaseContrastIndicator	Yes
NonDICOMMRimages	MRImageAcquisitionProtocolElement_pulseSequenceName	STRING
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	129XE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	13C
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	19F
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	1H
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	23NA
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	31P
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	3HE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	7LI
NonDICOMMRimages	MRImageAcquisitionProtocolElement_saturationRecoveryIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_saturationRecoveryIndicator	Yes
NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	FAT
NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	FAT AND WATER
NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	NONE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	SILICON GEL
NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	WATER
NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	FREE PRECESSION
NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	LONGITUDINAL
NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	NONE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	TIME REVERSED
NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	TRANSVERSE
NonDICOMMRimages	MRImageAcquisitionProtocolElement_timeOfFlightContrastIndicator	No
NonDICOMMRimages	MRImageAcquisitionProtocolElement_timeOfFlightContrastIndicator	Yes
NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	IMAGINARY
NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	MAGNITUDE
NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	PHASE
NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	REAL
NonDICOMMRimages	NonDICOMMRimages_id	STRING
NonDICOMMRimages	crdc_id	STRING
NonDICOMPETimages	NonDICOMPETimages_id	STRING
NonDICOMPETimages	PETImagingAcquisitionProtocolElement_gantryDetectorTilt	STRING
NonDICOMPETimages	Radiopharmaceutical_radionuclideCode	STRING
NonDICOMPETimages	crdc_id	STRING
NonDICOMpathologyImages	NonDICOMpathologyImages_id	STRING
NonDICOMpathologyImages	acquisition_method_type	Autopsy
NonDICOMpathologyImages	acquisition_method_type	Biopsy
NonDICOMpathologyImages	acquisition_method_type	Blood draw
NonDICOMpathologyImages	acquisition_method_type	Core needle biopsy
NonDICOMpathologyImages	acquisition_method_type	Excisional Biopsy
NonDICOMpathologyImages	acquisition_method_type	Fine needle aspirate
NonDICOMpathologyImages	acquisition_method_type	Forceps Biopsy
NonDICOMpathologyImages	acquisition_method_type	Incisional Biopsy
NonDICOMpathologyImages	acquisition_method_type	Lymphadenectomy (regional nodes)
NonDICOMpathologyImages	acquisition_method_type	Not applicable
NonDICOMpathologyImages	acquisition_method_type	Not reported
NonDICOMpathologyImages	acquisition_method_type	Not specified
NonDICOMpathologyImages	acquisition_method_type	Other
NonDICOMpathologyImages	acquisition_method_type	Pancreaticoduodenectomy
NonDICOMpathologyImages	acquisition_method_type	Punch biopsy
NonDICOMpathologyImages	acquisition_method_type	Re-excision
NonDICOMpathologyImages	acquisition_method_type	Sentinel node biopsy
NonDICOMpathologyImages	acquisition_method_type	Shave biopsy
NonDICOMpathologyImages	acquisition_method_type	Surgical Resection
NonDICOMpathologyImages	acquisition_method_type	Unknown
NonDICOMpathologyImages	crdc_id	STRING
NonDICOMpathologyImages	embedding_medium	DMEM
NonDICOMpathologyImages	embedding_medium	DMEM+Serum
NonDICOMpathologyImages	embedding_medium	None
NonDICOMpathologyImages	embedding_medium	PBS+Serum
NonDICOMpathologyImages	embedding_medium	RPMI+Serum
NonDICOMpathologyImages	immersion	Air
NonDICOMpathologyImages	immersion	Glycerol
NonDICOMpathologyImages	immersion	Multi
NonDICOMpathologyImages	immersion	Oil
NonDICOMpathologyImages	immersion	Other
NonDICOMpathologyImages	immersion	Water
NonDICOMpathologyImages	lens_numerical_aperture	STRING
NonDICOMpathologyImages	nominal_magnification	STRING
NonDICOMpathologyImages	objective	STRING
NonDICOMpathologyImages	staining_method	CODEX
NonDICOMpathologyImages	staining_method	CyCIF
NonDICOMpathologyImages	staining_method	ExSeq
NonDICOMpathologyImages	staining_method	GeoMX-DSP
NonDICOMpathologyImages	staining_method	H&E
NonDICOMpathologyImages	staining_method	IHC
NonDICOMpathologyImages	staining_method	IMC
NonDICOMpathologyImages	staining_method	MERFISH
NonDICOMpathologyImages	staining_method	MIBI
NonDICOMpathologyImages	staining_method	MxIF
NonDICOMpathologyImages	staining_method	Not Applicable
NonDICOMpathologyImages	staining_method	SABER
NonDICOMpathologyImages	staining_method	mIHC
NonDICOMpathologyImages	staining_method	t-CyCIF
NonDICOMpathologyImages	tissue_fixative	95% Ethanol
NonDICOMpathologyImages	tissue_fixative	Acetone
NonDICOMpathologyImages	tissue_fixative	Alcohol
NonDICOMpathologyImages	tissue_fixative	Carbodiimide
NonDICOMpathologyImages	tissue_fixative	Carnoy's Solution
NonDICOMpathologyImages	tissue_fixative	CryoStor
NonDICOMpathologyImages	tissue_fixative	Diimidoester
NonDICOMpathologyImages	tissue_fixative	Dimethylacetamide
NonDICOMpathologyImages	tissue_fixative	Formalin
NonDICOMpathologyImages	tissue_fixative	Glutaraldehyde
NonDICOMpathologyImages	tissue_fixative	Methacarn
NonDICOMpathologyImages	tissue_fixative	NP40 Lysis Buffer
NonDICOMpathologyImages	tissue_fixative	None
NonDICOMpathologyImages	tissue_fixative	Not applicable
NonDICOMpathologyImages	tissue_fixative	Not recorded
NonDICOMpathologyImages	tissue_fixative	OCT media
NonDICOMpathologyImages	tissue_fixative	Other
NonDICOMpathologyImages	tissue_fixative	PAXgene Tissue
NonDICOMpathologyImages	tissue_fixative	Para-benzoquinone
NonDICOMpathologyImages	tissue_fixative	Poloxamer
NonDICOMpathologyImages	tissue_fixative	RNAlater
NonDICOMpathologyImages	tissue_fixative	Saline
NonDICOMpathologyImages	tissue_fixative	TCL Lysis Buffer
NonDICOMpathologyImages	tissue_fixative	Unknown
NonDICOMpathologyImages	tumor_tissue_type	Additional Primary
NonDICOMpathologyImages	tumor_tissue_type	Atypia or hyperplasia
NonDICOMpathologyImages	tumor_tissue_type	Local recurrence
NonDICOMpathologyImages	tumor_tissue_type	Metastatic
NonDICOMpathologyImages	tumor_tissue_type	NOS
NonDICOMpathologyImages	tumor_tissue_type	Normal
NonDICOMpathologyImages	tumor_tissue_type	Normal adjacent
NonDICOMpathologyImages	tumor_tissue_type	Normal distant
NonDICOMpathologyImages	tumor_tissue_type	Not applicable
NonDICOMpathologyImages	tumor_tissue_type	Not reported
NonDICOMpathologyImages	tumor_tissue_type	Premalignant
NonDICOMpathologyImages	tumor_tissue_type	Premalignant - in situ
NonDICOMpathologyImages	tumor_tissue_type	Primary
NonDICOMpathologyImages	tumor_tissue_type	Recurrent
NonDICOMpathologyImages	tumor_tissue_type	Tissue
NonDICOMpathologyImages	tumor_tissue_type	Tumor post-adjuvant therapy
NonDICOMpathologyImages	tumor_tissue_type	Tumor post-neoadjuvant therapy
NonDICOMpathologyImages	tumor_tissue_type	Tumor post-therapy
NonDICOMpathologyImages	tumor_tissue_type	Tumor specimen from de novo untreated malignancy of the bladder
NonDICOMpathologyImages	tumor_tissue_type	Unknown
NonDICOMpathologyImages	tumor_tissue_type	Xenograft
NonDICOMradiologyAllModalities	NonDICOMradiologyAllModalities_id	STRING
NonDICOMradiologyAllModalities	crdc_id	STRING
NonDICOMradiologyAllModalities	performed_imaging_study_acquisitionTypeCode	3D
NonDICOMradiologyAllModalities	performed_imaging_study_admittingDiagnosisCode	STRING
NonDICOMradiologyAllModalities	performed_imaging_study_algorithmCode	STRING
NonDICOMradiologyAllModalities	performed_imaging_study_bodyPositionCode	Standing
NonDICOMradiologyAllModalities	performed_imaging_study_bodyPositionCode	Supine
NonDICOMradiologyAllModalities	performed_imaging_study_bodyPositionCode	Trendelenburg
NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	NONE
NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	PACED
NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	PROSPECTIVE
NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	REALTIME
NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	RETROSPECTIVE
NonDICOMradiologyAllModalities	performed_imaging_study_dataCollectionDiameter	STRING
NonDICOMradiologyAllModalities	performed_imaging_study_description	STRING
NonDICOMradiologyAllModalities	performed_imaging_study_lossyImageCompressionIndicator	00
NonDICOMradiologyAllModalities	performed_imaging_study_lossyImageCompressionIndicator	01
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	AR
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	AS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	ASMT
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	AU
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	BDUS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	BI
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	BMD
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CD
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CF
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CP
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CR
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CT
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	CTPROTOCOL
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DD
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DF
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DG
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DM
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DMS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DOC
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	DX
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	EC
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	ECG
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	EEG
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	EMG
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	EOG
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	EPS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	ES
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	FA
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	FID
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	FS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	GM
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	HC
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	HD
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	IO
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	IOL
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	IVOCT
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	IVUS
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	KER
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	KO
NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	LEN
